level,name,year,substance,count,share
towns,Meriden,2017,opioid,31,0.939
towns,Meriden,2017,fentanyl,24,0.727
towns,Meriden,2017,heroin,20,0.606
towns,Meriden,2017,cocaine,8,0.242
towns,Meriden,2017,amphet,2,0.061
towns,Meriden,2018,all,22,NA
towns,Meriden,2018,opioid,20,0.909
towns,Meriden,2018,fentanyl,18,0.818
towns,Meriden,2018,heroin,9,0.409
towns,Meriden,2018,cocaine,6,0.273
towns,Meriden,2018,amphet,1,0.045
towns,Meriden,2019,all,23,NA
towns,Meriden,2019,opioid,20,0.87
towns,Meriden,2019,fentanyl,19,0.826
towns,Meriden,2019,heroin,4,0.174
towns,Meriden,2019,cocaine,6,0.261
towns,Meriden,2019,amphet,1,0.043
towns,Meriden,2020,all,34,NA
towns,Meriden,2020,opioid,33,0.971
towns,Meriden,2020,fentanyl,31,0.912
towns,Meriden,2020,heroin,4,0.118
towns,Meriden,2020,cocaine,11,0.324
towns,Meriden,2020,amphet,0,0
towns,Middletown,2012,all,0,NA
towns,Middletown,2012,opioid,0,NA
towns,Middletown,2012,fentanyl,0,NA
towns,Middletown,2012,heroin,0,NA
towns,Middletown,2012,cocaine,0,NA
towns,Middletown,2012,amphet,0,NA
towns,Middletown,2013,all,0,NA
towns,Middletown,2013,opioid,0,NA
towns,Middletown,2013,fentanyl,0,NA
towns,Middletown,2013,heroin,0,NA
towns,Middletown,2013,cocaine,0,NA
towns,Middletown,2013,amphet,0,NA
towns,Middletown,2014,all,0,NA
towns,Middletown,2014,opioid,0,NA
towns,Middletown,2014,fentanyl,0,NA
towns,Middletown,2014,heroin,0,NA
towns,Middletown,2014,cocaine,0,NA
towns,Middletown,2014,amphet,0,NA
towns,Middletown,2015,all,7,NA
towns,Middletown,2015,opioid,6,0.857
towns,Middletown,2015,fentanyl,2,0.286
towns,Middletown,2015,heroin,3,0.429
towns,Middletown,2015,cocaine,3,0.429
towns,Middletown,2015,amphet,1,0.143
towns,Middletown,2016,all,12,NA
towns,Middletown,2016,opioid,11,0.917
towns,Middletown,2016,fentanyl,8,0.667
towns,Middletown,2016,heroin,6,0.5
towns,Middletown,2016,cocaine,2,0.167
towns,Middletown,2016,amphet,0,0
towns,Middletown,2017,all,17,NA
towns,Middletown,2017,opioid,17,1
towns,Middletown,2017,fentanyl,12,0.706
towns,Middletown,2017,heroin,4,0.235
towns,Middletown,2017,cocaine,9,0.529
towns,Middletown,2017,amphet,1,0.059
towns,Middletown,2018,all,18,NA
towns,Middletown,2018,opioid,17,0.944
towns,Middletown,2018,fentanyl,15,0.833
towns,Middletown,2018,heroin,4,0.222
towns,Middletown,2018,cocaine,7,0.389
towns,Middletown,2018,amphet,1,0.056
towns,Middletown,2019,all,17,NA
towns,Middletown,2019,opioid,17,1
towns,Middletown,2019,fentanyl,14,0.824
towns,Middletown,2019,heroin,3,0.176
towns,Middletown,2019,cocaine,6,0.353
towns,Middletown,2019,amphet,0,0
towns,Middletown,2020,all,28,NA
towns,Middletown,2020,opioid,26,0.929
towns,Middletown,2020,fentanyl,20,0.714
towns,Middletown,2020,heroin,2,0.071
towns,Middletown,2020,cocaine,6,0.214
towns,Middletown,2020,amphet,2,0.071
towns,Milford,2012,all,0,NA
towns,Milford,2012,opioid,0,NA
towns,Milford,2012,fentanyl,0,NA
towns,Milford,2012,heroin,0,NA
towns,Milford,2012,cocaine,0,NA
towns,Milford,2012,amphet,0,NA
towns,Milford,2013,all,0,NA
towns,Milford,2013,opioid,0,NA
towns,Milford,2013,fentanyl,0,NA
towns,Milford,2013,heroin,0,NA
towns,Milford,2013,cocaine,0,NA
towns,Milford,2013,amphet,0,NA
towns,Milford,2014,all,0,NA
towns,Milford,2014,opioid,0,NA
towns,Milford,2014,fentanyl,0,NA
towns,Milford,2014,heroin,0,NA
towns,Milford,2014,cocaine,0,NA
towns,Milford,2014,amphet,0,NA
towns,Milford,2015,all,6,NA
towns,Milford,2015,opioid,5,0.833
towns,Milford,2015,fentanyl,2,0.333
towns,Milford,2015,heroin,1,0.167
towns,Milford,2015,cocaine,1,0.167
towns,Milford,2015,amphet,0,0
towns,Milford,2016,all,15,NA
towns,Milford,2016,opioid,15,1
towns,Milford,2016,fentanyl,6,0.4
towns,Milford,2016,heroin,9,0.6
towns,Milford,2016,cocaine,5,0.333
towns,Milford,2016,amphet,1,0.067
towns,Milford,2017,all,10,NA
towns,Milford,2017,opioid,9,0.9
towns,Milford,2017,fentanyl,4,0.4
towns,Milford,2017,heroin,5,0.5
towns,Milford,2017,cocaine,2,0.2
towns,Milford,2017,amphet,1,0.1
towns,Milford,2018,all,10,NA
towns,Milford,2018,opioid,10,1
towns,Milford,2018,fentanyl,5,0.5
towns,Milford,2018,heroin,3,0.3
towns,Milford,2018,cocaine,4,0.4
towns,Milford,2018,amphet,0,0
towns,Milford,2019,all,17,NA
towns,Milford,2019,opioid,16,0.941
towns,Milford,2019,fentanyl,14,0.824
towns,Milford,2019,heroin,8,0.471
towns,Milford,2019,cocaine,4,0.235
towns,Milford,2019,amphet,0,0
towns,Milford,2020,all,16,NA
towns,Milford,2020,opioid,15,0.938
towns,Milford,2020,fentanyl,14,0.875
towns,Milford,2020,heroin,6,0.375
towns,Milford,2020,cocaine,6,0.375
towns,Milford,2020,amphet,0,0
towns,Montville,2012,all,0,NA
towns,Montville,2012,opioid,0,NA
towns,Montville,2012,fentanyl,0,NA
towns,Montville,2012,heroin,0,NA
towns,Montville,2012,cocaine,0,NA
towns,Montville,2012,amphet,0,NA
towns,Montville,2013,all,0,NA
towns,Montville,2013,opioid,0,NA
towns,Montville,2013,fentanyl,0,NA
towns,Montville,2013,heroin,0,NA
towns,Montville,2013,cocaine,0,NA
towns,Montville,2013,amphet,0,NA
towns,Montville,2014,all,0,NA
towns,Montville,2014,opioid,0,NA
towns,Montville,2014,fentanyl,0,NA
towns,Montville,2014,heroin,0,NA
towns,Montville,2014,cocaine,0,NA
towns,Montville,2014,amphet,0,NA
towns,Montville,2015,all,0,NA
towns,Montville,2015,opioid,0,NA
towns,Montville,2015,fentanyl,0,NA
towns,Montville,2015,heroin,0,NA
towns,Montville,2015,cocaine,0,NA
towns,Montville,2015,amphet,0,NA
towns,Montville,2016,all,6,NA
towns,Montville,2016,opioid,6,1
towns,Montville,2016,fentanyl,5,0.833
towns,Montville,2016,heroin,2,0.333
towns,Montville,2016,cocaine,1,0.167
towns,Montville,2016,amphet,0,0
towns,Montville,2017,all,0,NA
towns,Montville,2017,opioid,0,NA
towns,Montville,2017,fentanyl,0,NA
towns,Montville,2017,heroin,0,NA
towns,Montville,2017,cocaine,0,NA
towns,Montville,2017,amphet,0,NA
towns,Montville,2018,all,8,NA
towns,Montville,2018,opioid,7,0.875
towns,Montville,2018,fentanyl,5,0.625
towns,Montville,2018,heroin,2,0.25
towns,Montville,2018,cocaine,2,0.25
towns,Montville,2018,amphet,1,0.125
towns,Montville,2019,all,8,NA
towns,Montville,2019,opioid,8,1
towns,Montville,2019,fentanyl,4,0.5
towns,Montville,2019,heroin,0,0
towns,Montville,2019,cocaine,3,0.375
towns,Montville,2019,amphet,0,0
towns,Montville,2020,all,9,NA
towns,Montville,2020,opioid,8,0.889
towns,Montville,2020,fentanyl,7,0.778
towns,Montville,2020,heroin,0,0
towns,Montville,2020,cocaine,2,0.222
towns,Montville,2020,amphet,1,0.111
towns,Naugatuck,2012,all,0,NA
towns,Naugatuck,2012,opioid,0,NA
towns,Naugatuck,2012,fentanyl,0,NA
towns,Naugatuck,2012,heroin,0,NA
towns,Naugatuck,2012,cocaine,0,NA
towns,Naugatuck,2012,amphet,0,NA
towns,Naugatuck,2013,all,0,NA
towns,Naugatuck,2013,opioid,0,NA
towns,Naugatuck,2013,fentanyl,0,NA
towns,Naugatuck,2013,heroin,0,NA
towns,Naugatuck,2013,cocaine,0,NA
towns,Naugatuck,2013,amphet,0,NA
towns,Naugatuck,2014,all,0,NA
towns,Naugatuck,2014,opioid,0,NA
towns,Naugatuck,2014,fentanyl,0,NA
towns,Naugatuck,2014,heroin,0,NA
towns,Naugatuck,2014,cocaine,0,NA
towns,Naugatuck,2014,amphet,0,NA
towns,Naugatuck,2015,all,6,NA
towns,Naugatuck,2015,opioid,5,0.833
towns,Naugatuck,2015,fentanyl,1,0.167
towns,Naugatuck,2015,heroin,0,0
towns,Naugatuck,2015,cocaine,2,0.333
towns,Naugatuck,2015,amphet,0,0
towns,Naugatuck,2016,all,8,NA
towns,Naugatuck,2016,opioid,7,0.875
towns,Naugatuck,2016,fentanyl,2,0.25
towns,Naugatuck,2016,heroin,4,0.5
towns,Naugatuck,2016,cocaine,4,0.5
towns,Naugatuck,2016,amphet,0,0
towns,Naugatuck,2017,all,16,NA
towns,Naugatuck,2017,opioid,16,1
towns,Naugatuck,2017,fentanyl,12,0.75
towns,Naugatuck,2017,heroin,10,0.625
towns,Naugatuck,2017,cocaine,3,0.188
towns,Naugatuck,2017,amphet,1,0.062
towns,Naugatuck,2018,all,12,NA
towns,Naugatuck,2018,opioid,10,0.833
towns,Naugatuck,2018,fentanyl,8,0.667
towns,Naugatuck,2018,heroin,6,0.5
towns,Naugatuck,2018,cocaine,5,0.417
towns,Naugatuck,2018,amphet,1,0.083
towns,Naugatuck,2019,all,16,NA
towns,Naugatuck,2019,opioid,16,1
towns,Naugatuck,2019,fentanyl,15,0.938
towns,Naugatuck,2019,heroin,8,0.5
towns,Naugatuck,2019,cocaine,5,0.312
towns,Naugatuck,2019,amphet,0,0
towns,Naugatuck,2020,all,16,NA
towns,Naugatuck,2020,opioid,15,0.938
towns,Naugatuck,2020,fentanyl,15,0.938
towns,Naugatuck,2020,heroin,3,0.188
towns,Naugatuck,2020,cocaine,6,0.375
towns,Naugatuck,2020,amphet,1,0.062
towns,New Britain,2012,all,0,NA
towns,New Britain,2012,opioid,0,NA
towns,New Britain,2012,fentanyl,0,NA
towns,New Britain,2012,heroin,0,NA
towns,New Britain,2012,cocaine,0,NA
towns,New Britain,2012,amphet,0,NA
towns,New Britain,2013,all,0,NA
towns,New Britain,2013,opioid,0,NA
towns,New Britain,2013,fentanyl,0,NA
towns,New Britain,2013,heroin,0,NA
towns,New Britain,2013,cocaine,0,NA
towns,New Britain,2013,amphet,0,NA
towns,New Britain,2014,all,0,NA
towns,New Britain,2014,opioid,0,NA
towns,New Britain,2014,fentanyl,0,NA
towns,New Britain,2014,heroin,0,NA
towns,New Britain,2014,cocaine,0,NA
towns,New Britain,2014,amphet,0,NA
towns,New Britain,2015,all,18,NA
towns,New Britain,2015,opioid,17,0.944
towns,New Britain,2015,fentanyl,9,0.5
towns,New Britain,2015,heroin,13,0.722
towns,New Britain,2015,cocaine,8,0.444
towns,New Britain,2015,amphet,1,0.056
towns,New Britain,2016,all,35,NA
towns,New Britain,2016,opioid,34,0.971
towns,New Britain,2016,fentanyl,19,0.543
towns,New Britain,2016,heroin,21,0.6
towns,New Britain,2016,cocaine,6,0.171
towns,New Britain,2016,amphet,0,0
towns,New Britain,2017,all,38,NA
towns,New Britain,2017,opioid,37,0.974
towns,New Britain,2017,fentanyl,24,0.632
towns,New Britain,2017,heroin,12,0.316
towns,New Britain,2017,cocaine,9,0.237
towns,New Britain,2017,amphet,0,0
towns,New Britain,2018,all,48,NA
towns,New Britain,2018,opioid,45,0.938
towns,New Britain,2018,fentanyl,39,0.812
towns,New Britain,2018,heroin,8,0.167
towns,New Britain,2018,cocaine,14,0.292
towns,New Britain,2018,amphet,1,0.021
towns,New Britain,2019,all,38,NA
towns,New Britain,2019,opioid,37,0.974
towns,New Britain,2019,fentanyl,35,0.921
towns,New Britain,2019,heroin,11,0.289
towns,New Britain,2019,cocaine,11,0.289
towns,New Britain,2019,amphet,1,0.026
towns,New Britain,2020,all,36,NA
towns,New Britain,2020,opioid,36,1
towns,New Britain,2020,fentanyl,32,0.889
towns,New Britain,2020,heroin,3,0.083
towns,New Britain,2020,cocaine,10,0.278
towns,New Britain,2020,amphet,0,0
towns,New Haven,2012,all,0,NA
towns,New Haven,2012,opioid,0,NA
towns,New Haven,2012,fentanyl,0,NA
towns,New Haven,2012,heroin,0,NA
towns,New Haven,2012,cocaine,0,NA
towns,New Haven,2012,amphet,0,NA
towns,New Haven,2013,all,0,NA
towns,New Haven,2013,opioid,0,NA
towns,New Haven,2013,fentanyl,0,NA
towns,New Haven,2013,heroin,0,NA
towns,New Haven,2013,cocaine,0,NA
towns,New Haven,2013,amphet,0,NA
towns,New Haven,2014,all,0,NA
towns,New Haven,2014,opioid,0,NA
towns,New Haven,2014,fentanyl,0,NA
towns,New Haven,2014,heroin,0,NA
towns,New Haven,2014,cocaine,0,NA
towns,New Haven,2014,amphet,0,NA
towns,New Haven,2015,all,22,NA
towns,New Haven,2015,opioid,19,0.864
towns,New Haven,2015,fentanyl,2,0.091
towns,New Haven,2015,heroin,10,0.455
towns,New Haven,2015,cocaine,5,0.227
towns,New Haven,2015,amphet,1,0.045
towns,New Haven,2016,all,58,NA
towns,New Haven,2016,opioid,50,0.862
towns,New Haven,2016,fentanyl,28,0.483
towns,New Haven,2016,heroin,22,0.379
towns,New Haven,2016,cocaine,22,0.379
towns,New Haven,2016,amphet,1,0.017
towns,New Haven,2017,all,41,NA
towns,New Haven,2017,opioid,37,0.902
towns,New Haven,2017,fentanyl,21,0.512
towns,New Haven,2017,heroin,22,0.537
towns,New Haven,2017,cocaine,17,0.415
towns,New Haven,2017,amphet,2,0.049
towns,New Haven,2018,all,43,NA
towns,New Haven,2018,opioid,40,0.93
towns,New Haven,2018,fentanyl,20,0.465
towns,New Haven,2018,heroin,25,0.581
towns,New Haven,2018,cocaine,17,0.395
towns,New Haven,2018,amphet,1,0.023
towns,New Haven,2019,all,65,NA
towns,New Haven,2019,opioid,59,0.908
towns,New Haven,2019,fentanyl,47,0.723
towns,New Haven,2019,heroin,30,0.462
towns,New Haven,2019,cocaine,23,0.354
towns,New Haven,2019,amphet,2,0.031
towns,New Haven,2020,all,87,NA
towns,New Haven,2020,opioid,84,0.966
towns,New Haven,2020,fentanyl,75,0.862
towns,New Haven,2020,heroin,18,0.207
towns,New Haven,2020,cocaine,35,0.402
towns,New Haven,2020,amphet,7,0.08
towns,New London,2012,all,0,NA
towns,New London,2012,opioid,0,NA
towns,New London,2012,fentanyl,0,NA
towns,New London,2012,heroin,0,NA
towns,New London,2012,cocaine,0,NA
towns,New London,2012,amphet,0,NA
towns,New London,2013,all,0,NA
towns,New London,2013,opioid,0,NA
towns,New London,2013,fentanyl,0,NA
towns,New London,2013,heroin,0,NA
towns,New London,2013,cocaine,0,NA
towns,New London,2013,amphet,0,NA
towns,New London,2014,all,0,NA
towns,New London,2014,opioid,0,NA
towns,New London,2014,fentanyl,0,NA
towns,New London,2014,heroin,0,NA
towns,New London,2014,cocaine,0,NA
towns,New London,2014,amphet,0,NA
towns,New London,2015,all,11,NA
towns,New London,2015,opioid,11,1
towns,New London,2015,fentanyl,2,0.182
towns,New London,2015,heroin,9,0.818
towns,New London,2015,cocaine,3,0.273
towns,New London,2015,amphet,0,0
towns,New London,2016,all,18,NA
towns,New London,2016,opioid,17,0.944
towns,New London,2016,fentanyl,10,0.556
towns,New London,2016,heroin,11,0.611
towns,New London,2016,cocaine,5,0.278
towns,New London,2016,amphet,0,0
towns,New London,2017,all,13,NA
towns,New London,2017,opioid,12,0.923
towns,New London,2017,fentanyl,7,0.538
towns,New London,2017,heroin,7,0.538
towns,New London,2017,cocaine,7,0.538
towns,New London,2017,amphet,0,0
towns,New London,2018,all,15,NA
towns,New London,2018,opioid,15,1
towns,New London,2018,fentanyl,14,0.933
towns,New London,2018,heroin,3,0.2
towns,New London,2018,cocaine,4,0.267
towns,New London,2018,amphet,1,0.067
towns,New London,2019,all,27,NA
towns,New London,2019,opioid,24,0.889
towns,New London,2019,fentanyl,23,0.852
towns,New London,2019,heroin,3,0.111
towns,New London,2019,cocaine,12,0.444
towns,New London,2019,amphet,0,0
towns,New London,2020,all,20,NA
towns,New London,2020,opioid,18,0.9
towns,New London,2020,fentanyl,14,0.7
towns,New London,2020,heroin,2,0.1
towns,New London,2020,cocaine,4,0.2
towns,New London,2020,amphet,3,0.15
towns,New Milford,2012,all,0,NA
towns,New Milford,2012,opioid,0,NA
towns,New Milford,2012,fentanyl,0,NA
towns,New Milford,2012,heroin,0,NA
towns,New Milford,2012,cocaine,0,NA
towns,New Milford,2012,amphet,0,NA
towns,New Milford,2013,all,0,NA
towns,New Milford,2013,opioid,0,NA
towns,New Milford,2013,fentanyl,0,NA
towns,New Milford,2013,heroin,0,NA
towns,New Milford,2013,cocaine,0,NA
towns,New Milford,2013,amphet,0,NA
towns,New Milford,2014,all,0,NA
towns,New Milford,2014,opioid,0,NA
towns,New Milford,2014,fentanyl,0,NA
towns,New Milford,2014,heroin,0,NA
towns,New Milford,2014,cocaine,0,NA
towns,New Milford,2014,amphet,0,NA
towns,New Milford,2015,all,6,NA
towns,New Milford,2015,opioid,4,0.667
towns,New Milford,2015,fentanyl,2,0.333
towns,New Milford,2015,heroin,3,0.5
towns,New Milford,2015,cocaine,1,0.167
towns,New Milford,2015,amphet,1,0.167
towns,New Milford,2016,all,5,NA
towns,New Milford,2016,opioid,5,1
towns,New Milford,2016,fentanyl,3,0.6
towns,New Milford,2016,heroin,3,0.6
towns,New Milford,2016,cocaine,2,0.4
towns,New Milford,2016,amphet,0,0
towns,New Milford,2017,all,5,NA
towns,New Milford,2017,opioid,4,0.8
towns,New Milford,2017,fentanyl,4,0.8
towns,New Milford,2017,heroin,3,0.6
towns,New Milford,2017,cocaine,1,0.2
towns,New Milford,2017,amphet,2,0.4
towns,New Milford,2018,all,8,NA
towns,New Milford,2018,opioid,7,0.875
towns,New Milford,2018,fentanyl,5,0.625
towns,New Milford,2018,heroin,5,0.625
towns,New Milford,2018,cocaine,3,0.375
towns,New Milford,2018,amphet,1,0.125
towns,New Milford,2019,all,4,NA
towns,New Milford,2019,opioid,4,1
towns,New Milford,2019,fentanyl,4,1
towns,New Milford,2019,heroin,3,0.75
towns,New Milford,2019,cocaine,2,0.5
towns,New Milford,2019,amphet,1,0.25
towns,New Milford,2020,all,6,NA
towns,New Milford,2020,opioid,5,0.833
towns,New Milford,2020,fentanyl,5,0.833
towns,New Milford,2020,heroin,1,0.167
towns,New Milford,2020,cocaine,1,0.167
towns,New Milford,2020,amphet,1,0.167
towns,Newington,2012,all,0,NA
towns,Newington,2012,opioid,0,NA
towns,Newington,2012,fentanyl,0,NA
towns,Newington,2012,heroin,0,NA
towns,Newington,2012,cocaine,0,NA
towns,Newington,2012,amphet,0,NA
towns,Newington,2013,all,0,NA
towns,Newington,2013,opioid,0,NA
towns,Newington,2013,fentanyl,0,NA
towns,Newington,2013,heroin,0,NA
towns,Newington,2013,cocaine,0,NA
towns,Newington,2013,amphet,0,NA
towns,Newington,2014,all,0,NA
towns,Newington,2014,opioid,0,NA
towns,Newington,2014,fentanyl,0,NA
towns,Newington,2014,heroin,0,NA
towns,Newington,2014,cocaine,0,NA
towns,Newington,2014,amphet,0,NA
towns,Newington,2015,all,0,NA
towns,Newington,2015,opioid,0,NA
towns,Newington,2015,fentanyl,0,NA
towns,Newington,2015,heroin,0,NA
towns,Newington,2015,cocaine,0,NA
towns,Newington,2015,amphet,0,NA
towns,Newington,2016,all,4,NA
towns,Newington,2016,opioid,4,1
towns,Newington,2016,fentanyl,3,0.75
towns,Newington,2016,heroin,3,0.75
towns,Newington,2016,cocaine,0,0
towns,Newington,2016,amphet,0,0
towns,Newington,2017,all,19,NA
towns,Newington,2017,opioid,16,0.842
towns,Newington,2017,fentanyl,10,0.526
towns,Newington,2017,heroin,9,0.474
towns,Newington,2017,cocaine,11,0.579
towns,Newington,2017,amphet,1,0.053
towns,Newington,2018,all,5,NA
towns,Newington,2018,opioid,4,0.8
towns,Newington,2018,fentanyl,3,0.6
towns,Newington,2018,heroin,1,0.2
towns,Newington,2018,cocaine,4,0.8
towns,Newington,2018,amphet,1,0.2
towns,Newington,2019,all,10,NA
towns,Newington,2019,opioid,9,0.9
towns,Newington,2019,fentanyl,8,0.8
towns,Newington,2019,heroin,2,0.2
towns,Newington,2019,cocaine,5,0.5
towns,Newington,2019,amphet,1,0.1
towns,Newington,2020,all,15,NA
towns,Newington,2020,opioid,14,0.933
towns,Newington,2020,fentanyl,14,0.933
towns,Newington,2020,heroin,0,0
towns,Newington,2020,cocaine,8,0.533
towns,Newington,2020,amphet,1,0.067
towns,Norwalk,2012,all,0,NA
towns,Norwalk,2012,opioid,0,NA
towns,Norwalk,2012,fentanyl,0,NA
towns,Norwalk,2012,heroin,0,NA
towns,Norwalk,2012,cocaine,0,NA
towns,Norwalk,2012,amphet,0,NA
towns,Norwalk,2013,all,0,NA
towns,Norwalk,2013,opioid,0,NA
towns,Norwalk,2013,fentanyl,0,NA
towns,Norwalk,2013,heroin,0,NA
towns,Norwalk,2013,cocaine,0,NA
towns,Norwalk,2013,amphet,0,NA
towns,Norwalk,2014,all,0,NA
towns,Norwalk,2014,opioid,0,NA
towns,Norwalk,2014,fentanyl,0,NA
towns,Norwalk,2014,heroin,0,NA
towns,Norwalk,2014,cocaine,0,NA
towns,Norwalk,2014,amphet,0,NA
towns,Norwalk,2015,all,9,NA
towns,Norwalk,2015,opioid,9,1
towns,Norwalk,2015,fentanyl,5,0.556
towns,Norwalk,2015,heroin,4,0.444
towns,Norwalk,2015,cocaine,2,0.222
towns,Norwalk,2015,amphet,0,0
towns,Norwalk,2016,all,8,NA
towns,Norwalk,2016,opioid,7,0.875
towns,Norwalk,2016,fentanyl,2,0.25
towns,Norwalk,2016,heroin,6,0.75
towns,Norwalk,2016,cocaine,6,0.75
towns,Norwalk,2016,amphet,1,0.125
towns,Norwalk,2017,all,13,NA
towns,Norwalk,2017,opioid,12,0.923
towns,Norwalk,2017,fentanyl,10,0.769
towns,Norwalk,2017,heroin,8,0.615
towns,Norwalk,2017,cocaine,6,0.462
towns,Norwalk,2017,amphet,0,0
towns,Norwalk,2018,all,9,NA
towns,Norwalk,2018,opioid,8,0.889
towns,Norwalk,2018,fentanyl,4,0.444
towns,Norwalk,2018,heroin,4,0.444
towns,Norwalk,2018,cocaine,2,0.222
towns,Norwalk,2018,amphet,2,0.222
towns,Norwalk,2019,all,17,NA
towns,Norwalk,2019,opioid,14,0.824
towns,Norwalk,2019,fentanyl,12,0.706
towns,Norwalk,2019,heroin,7,0.412
towns,Norwalk,2019,cocaine,5,0.294
towns,Norwalk,2019,amphet,5,0.294
towns,Norwalk,2020,all,17,NA
towns,Norwalk,2020,opioid,16,0.941
towns,Norwalk,2020,fentanyl,13,0.765
towns,Norwalk,2020,heroin,5,0.294
towns,Norwalk,2020,cocaine,2,0.118
towns,Norwalk,2020,amphet,3,0.176
towns,Norwich,2012,all,0,NA
towns,Norwich,2012,opioid,0,NA
towns,Norwich,2012,fentanyl,0,NA
towns,Norwich,2012,heroin,0,NA
towns,Norwich,2012,cocaine,0,NA
towns,Norwich,2012,amphet,0,NA
towns,Norwich,2013,all,0,NA
towns,Norwich,2013,opioid,0,NA
towns,Norwich,2013,fentanyl,0,NA
towns,Norwich,2013,heroin,0,NA
towns,Norwich,2013,cocaine,0,NA
towns,Norwich,2013,amphet,0,NA
towns,Norwich,2014,all,0,NA
towns,Norwich,2014,opioid,0,NA
towns,Norwich,2014,fentanyl,0,NA
towns,Norwich,2014,heroin,0,NA
towns,Norwich,2014,cocaine,0,NA
towns,Norwich,2014,amphet,0,NA
towns,Norwich,2015,all,4,NA
towns,Norwich,2015,opioid,4,1
towns,Norwich,2015,fentanyl,2,0.5
towns,Norwich,2015,heroin,1,0.25
towns,Norwich,2015,cocaine,0,0
towns,Norwich,2015,amphet,0,0
towns,Norwich,2016,all,22,NA
towns,Norwich,2016,opioid,21,0.955
towns,Norwich,2016,fentanyl,14,0.636
towns,Norwich,2016,heroin,14,0.636
towns,Norwich,2016,cocaine,3,0.136
towns,Norwich,2016,amphet,0,0
towns,Norwich,2017,all,32,NA
towns,Norwich,2017,opioid,29,0.906
towns,Norwich,2017,fentanyl,22,0.688
towns,Norwich,2017,heroin,16,0.5
towns,Norwich,2017,cocaine,8,0.25
towns,Norwich,2017,amphet,1,0.031
towns,Norwich,2018,all,14,NA
towns,Norwich,2018,opioid,13,0.929
towns,Norwich,2018,fentanyl,9,0.643
towns,Norwich,2018,heroin,3,0.214
towns,Norwich,2018,cocaine,3,0.214
towns,Norwich,2018,amphet,2,0.143
towns,Norwich,2019,all,27,NA
towns,Norwich,2019,opioid,25,0.926
towns,Norwich,2019,fentanyl,23,0.852
towns,Norwich,2019,heroin,9,0.333
towns,Norwich,2019,cocaine,14,0.519
towns,Norwich,2019,amphet,2,0.074
towns,Norwich,2020,all,38,NA
towns,Norwich,2020,opioid,36,0.947
towns,Norwich,2020,fentanyl,36,0.947
towns,Norwich,2020,heroin,3,0.079
towns,Norwich,2020,cocaine,11,0.289
towns,Norwich,2020,amphet,5,0.132
towns,Plainfield,2012,all,0,NA
towns,Plainfield,2012,opioid,0,NA
towns,Plainfield,2012,fentanyl,0,NA
towns,Plainfield,2012,heroin,0,NA
towns,Plainfield,2012,cocaine,0,NA
towns,Plainfield,2012,amphet,0,NA
towns,Plainfield,2013,all,0,NA
towns,Plainfield,2013,opioid,0,NA
towns,Plainfield,2013,fentanyl,0,NA
towns,Plainfield,2013,heroin,0,NA
towns,Plainfield,2013,cocaine,0,NA
towns,Plainfield,2013,amphet,0,NA
towns,Plainfield,2014,all,0,NA
towns,Plainfield,2014,opioid,0,NA
towns,Plainfield,2014,fentanyl,0,NA
towns,Plainfield,2014,heroin,0,NA
towns,Plainfield,2014,cocaine,0,NA
towns,Plainfield,2014,amphet,0,NA
towns,Plainfield,2015,all,2,NA
towns,Plainfield,2015,opioid,2,1
towns,Plainfield,2015,fentanyl,2,1
towns,Plainfield,2015,heroin,0,0
towns,Plainfield,2015,cocaine,0,0
towns,Plainfield,2015,amphet,0,0
towns,Plainfield,2016,all,3,NA
towns,Plainfield,2016,opioid,3,1
towns,Plainfield,2016,fentanyl,3,1
towns,Plainfield,2016,heroin,0,0
towns,Plainfield,2016,cocaine,0,0
towns,Plainfield,2016,amphet,0,0
towns,Plainfield,2017,all,8,NA
towns,Plainfield,2017,opioid,8,1
towns,Plainfield,2017,fentanyl,7,0.875
towns,Plainfield,2017,heroin,3,0.375
towns,Plainfield,2017,cocaine,2,0.25
towns,Plainfield,2017,amphet,0,0
towns,Plainfield,2018,all,10,NA
towns,Plainfield,2018,opioid,10,1
towns,Plainfield,2018,fentanyl,7,0.7
towns,Plainfield,2018,heroin,3,0.3
towns,Plainfield,2018,cocaine,1,0.1
towns,Plainfield,2018,amphet,0,0
towns,Plainfield,2019,all,3,NA
towns,Plainfield,2019,opioid,3,1
towns,Plainfield,2019,fentanyl,3,1
towns,Plainfield,2019,heroin,0,0
towns,Plainfield,2019,cocaine,2,0.667
towns,Plainfield,2019,amphet,2,0.667
towns,Plainfield,2020,all,5,NA
towns,Plainfield,2020,opioid,5,1
towns,Plainfield,2020,fentanyl,5,1
towns,Plainfield,2020,heroin,0,0
towns,Plainfield,2020,cocaine,2,0.4
towns,Plainfield,2020,amphet,0,0
towns,Plainville,2012,all,0,NA
towns,Plainville,2012,opioid,0,NA
towns,Plainville,2012,fentanyl,0,NA
towns,Plainville,2012,heroin,0,NA
towns,Plainville,2012,cocaine,0,NA
towns,Plainville,2012,amphet,0,NA
towns,Plainville,2013,all,0,NA
towns,Plainville,2013,opioid,0,NA
towns,Plainville,2013,fentanyl,0,NA
towns,Plainville,2013,heroin,0,NA
towns,Plainville,2013,cocaine,0,NA
towns,Plainville,2013,amphet,0,NA
towns,Plainville,2014,all,0,NA
towns,Plainville,2014,opioid,0,NA
